OTUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
920,8,9,4,8,7,9,8,20,3,10,6,10,14,14,9,4,17,3,1,1,1,1,11,1,6,15,4,11,0,0,0,1,0,4,2,0,2,4,16,1,10,27,2,8,14,15,2,3,4,11,0,1,7,4,0,1,1,4
921,6,4,3,4,6,3,3,4,6,8,7,4,7,5,3,2,5,0,0,1,2,0,7,0,6,8,1,10,0,1,0,0,0,1,0,0,0,2,2,0,5,18,1,5,3,11,0,1,2,6,0,0,4,0,2,0,4,1
923,2,3,5,6,4,4,4,14,3,8,8,5,9,7,8,4,6,2,0,0,1,0,8,0,3,6,5,4,0,0,0,0,0,2,0,1,0,3,1,1,3,9,1,6,11,11,1,1,3,6,1,0,1,0,0,1,2,0
929,7,2,1,2,8,3,3,3,4,6,4,4,11,1,4,5,4,0,1,0,2,1,10,0,2,12,6,12,0,0,0,2,0,0,0,0,0,2,8,0,1,17,0,6,10,6,1,1,2,4,0,0,2,1,0,0,0,1
932,21,17,14,14,16,9,23,31,12,18,17,17,32,27,14,7,26,1,3,1,2,1,25,2,13,27,11,30,1,0,3,3,1,10,1,0,1,4,27,0,6,68,4,20,23,20,7,8,5,15,1,2,11,3,2,1,0,14
937,10,5,7,8,9,6,5,11,5,14,8,9,15,14,6,1,13,0,1,2,2,1,14,0,8,14,6,13,1,0,0,0,0,1,0,0,2,6,6,0,6,19,2,10,12,10,2,3,1,15,0,2,4,1,1,0,0,8
940,8,5,3,11,5,8,3,10,7,15,8,12,19,11,8,7,14,1,1,1,0,0,14,2,5,16,6,5,0,0,0,1,0,5,0,0,1,5,13,0,5,31,0,8,7,9,2,0,4,13,0,2,3,3,1,0,2,3
951,10,4,5,5,13,7,8,13,7,10,7,7,11,18,12,3,15,0,2,3,1,2,14,0,6,14,5,8,0,0,0,2,0,2,0,0,4,6,13,0,5,27,4,10,14,17,2,3,3,6,1,1,5,3,1,0,4,0
954,4,3,3,4,2,4,2,9,4,5,5,7,8,7,9,4,3,0,1,1,1,2,7,1,1,12,1,8,0,0,0,0,0,1,0,0,0,6,1,0,2,10,1,9,3,4,0,1,2,4,0,1,1,0,0,0,1,1
956,14,6,7,15,12,12,6,25,6,14,14,16,22,14,17,4,11,1,1,1,2,1,11,4,7,26,12,15,0,0,1,2,1,12,1,0,1,4,9,0,4,36,6,12,13,11,4,0,2,13,0,2,4,2,2,2,4,8
960,4,4,3,3,2,3,4,8,2,5,5,8,6,5,5,5,1,0,0,0,3,0,3,0,2,6,9,6,0,0,0,0,0,5,0,0,0,2,7,0,2,13,2,8,6,5,1,2,1,5,0,3,0,3,1,0,1,2
965,6,2,2,3,6,9,7,8,3,16,3,10,14,15,6,2,9,1,0,2,2,0,17,2,4,15,3,23,2,0,2,3,0,5,0,0,1,8,4,0,6,36,1,11,11,13,2,2,1,7,0,3,4,3,1,1,0,6
967,10,1,7,10,11,8,4,8,9,12,6,8,19,15,12,6,9,1,2,1,3,0,15,2,4,12,5,11,0,0,0,2,1,9,0,1,0,2,14,0,5,32,2,8,10,16,2,2,2,17,0,3,3,3,1,2,3,5
970,3,4,6,4,4,3,7,13,5,7,8,9,13,11,15,3,20,2,4,3,3,2,13,2,4,19,12,12,1,0,1,0,0,2,0,0,3,5,10,0,7,33,2,9,11,10,1,2,4,10,0,2,2,2,0,0,0,3
981,3,3,2,2,3,6,3,5,3,3,1,1,8,10,9,4,4,0,1,1,0,0,6,0,0,12,2,4,0,0,0,1,0,2,0,0,0,1,6,0,1,9,0,5,4,9,0,1,2,4,0,1,3,1,0,0,2,2
982,3,2,3,4,5,2,2,6,3,2,6,6,6,3,6,1,9,0,0,1,1,0,9,0,3,3,4,8,0,0,0,0,0,5,0,0,0,1,1,0,2,11,0,3,3,3,0,2,1,2,0,0,0,1,1,0,0,4
990,7,11,9,9,6,6,9,18,7,16,6,22,20,15,8,7,14,3,3,3,3,2,7,1,8,24,13,8,0,0,0,3,0,14,0,1,2,7,12,0,12,50,6,16,17,20,7,1,3,14,1,4,7,2,3,4,2,6
997,4,1,1,5,4,4,3,5,0,4,7,6,7,2,9,2,2,1,0,0,0,0,6,0,2,11,0,2,0,0,0,1,0,3,1,0,1,0,6,0,1,20,1,7,1,6,1,1,3,5,0,1,2,1,0,0,1,3
1008,9,4,9,3,8,6,4,6,4,8,7,9,18,18,15,4,8,0,0,1,0,2,11,2,5,16,10,9,0,0,2,1,1,1,0,0,0,3,19,0,3,28,2,9,16,8,3,1,2,9,1,1,2,2,0,3,0,6
1014,10,4,3,6,6,8,10,7,5,4,5,8,14,16,10,4,15,0,2,1,2,3,14,2,6,18,6,9,0,1,0,2,0,4,0,1,1,5,7,0,0,32,0,15,10,11,1,3,2,8,0,3,1,2,0,1,1,7
1018,13,2,9,14,11,11,11,13,11,8,10,21,24,29,25,4,25,4,2,4,2,0,17,2,7,35,18,24,0,2,1,3,0,8,0,3,2,2,22,0,9,56,5,20,17,36,4,3,8,16,3,4,5,3,3,2,4,10
1047,4,3,3,8,3,2,2,4,2,5,2,4,8,5,6,1,4,0,0,0,1,1,5,1,1,9,4,6,0,1,0,0,0,3,0,1,0,0,3,0,1,17,2,1,8,9,0,2,2,5,0,0,5,1,0,0,1,3
